comentario_esp,mp_tag,calidad,facilidad,materia,calif_Obtenida,fecha,comentario_eng
Excelente conocedor A veces se pone flojo y como que no quiere explicar así que siempre lee y si no entiendes algo pregunta sólo que sí vea interés en ti Estudia con bastante tiempo de anticipación Pequeño tip mi generación y la pasada no puso la integración metabólica en 2ºP 1Parc es  difcil,BUENO,9.0,4.0,Bioquímica II,8.0,08/Ago/2017,Excellent knowledgeable Sometimes he gets lazy and kind of doesn't want to explain so always read and if you don't understand something ask just that he does see interest in you He studies well in advance Small tip my generation and the last one didn't put metabolic integration in 2ndP 1Parc is difficult.
Es un excelente docente Explica de forma muy clara y es muy paciente Siempre responde las dudas de los alumnos e incluso da asesorias extra al grupo dias antes del examen,BUENO,10.0,10.0,Bioquimica I,8.0,29/Dic/2016,He is an excellent teacher He explains very clearly and is very patient He always answers the students' doubts and even gives extra advice to the group days before the exam.
M buen profr siempre dispuesto a ayudar muy paciente Estudia con tiempo para sus exámenes 15 días por lo menos para que estudies bien y te aprendas las cosas al chasquido de los dedos así  no importa lo difícil que sea el examen o cuanto tiempo tengas para contestarlo 50 min aprobarás,BUENO,10.0,4.0,Bioquímica I,8.5,28/Dic/2016,M good profr always willing to help very patient Study in time for your exams 15 days at least so you study well and learn things at the snap of your fingers so no matter how hard the exam is or how much time you have to answer it 50 min you will pass
"Es muy buen maestro le puedes preguntar algo mil veces y no se enoja y te lo vuelve a repetir con paciencia
Es muy buena onda pero muy estricto a la hr de evaluar
Sus examenes impasables  reprueba a la mitad del grupo efectivamente En bq 1 no hay problema pero en bq2 más de 30 personas repiten la materia",BUENO,9.0,2.0,Bioquimica I y II,9.5,26/Ago/2015,"He is a very good teacher, you can ask him something a thousand times and he doesn't get angry and he repeats it again with patience.
He is very cool but very strict when it comes to evaluating.
His exams are impassable he fails half of the group effectively In bq 1 there is no problem but in bq2 more than 30 people repeat the subject."
BYE CON SU MODO DE CALIFICAR,REGULAR,6.0,2.0,BIOQUIMICA,6.5,24/Ago/2015,BYE WITH YOUR GRADING MODE
Es guapo,BUENO,7.0,4.0,Bioquímica II,7.5,25/Ago/2014,He is handsome
Los que se quejan es porque quieren una calificacion regalada,BUENO,10.0,6.0,Bioquimica,7.0,04/Feb/2014,Those who complain are complaining because they want a free rating.
No es ético para calificar si le caes bien te va bien si no te reprueba,REGULAR,4.0,4.0,Bioquimica,1.5,21/Feb/2013,It is unethical to qualify if he likes you he does well if he does not fail you.
Que gran profesor Esta súper curada su clase jamás pensé que aprendería tanto sobre Francia en solo 6 meses Neta se los juro Este profe es un crack y el que diga que no es porque aún no ha llevado su clase 1010 el profe y la clase TQM Olivier,BUENO,10.0,4.0,Francés 1,8.0,02/Jun/2023,What a great teacher This super curated his class I never thought I would learn so much about France in just 6 months Neta I swear to you This teacher is a crack and whoever says it is not because he has not yet taken his class 1010 the teacher and the class TQM Olivier
Es super buen profe Te ayuda mucho si ve que andas bajo en promedio y aparte aprendimos un chingo en su curso,BUENO,10.0,4.0,Frances IV,9.5,05/Feb/2023,He is a very good teacher. He helps you a lot if he sees that you have a low grade point average and we learned a lot in his course.
Es un excelente maestro siempre te motiva a participar hasta cuando uno se equivoca nunca lo desanima Tiene verdadera vocación La persona que pudiera decir algo negativo de él sería por envidia Lo queremos mucho profesor,BUENO,10.0,10.0,Francés 1,10.0,01/Feb/2023,"He is an excellent teacher who always motivates you to participate, even when you make mistakes he never discourages you He has a true vocation The person who could say something negative about him would be out of envy We love him very much teacher"
Tomaría su clase otra vez de hecho el próximo curso buscaré tomarlo con él ya que su método de enseñanza hace parecer todo muy sencillo Lo recomiendo  para todo aquel que quiera aprender francés,BUENO,10.0,10.0,Francés I,9.0,08/Dic/2022,I would take his class again in fact the next course I will look to take with him as his teaching method makes it all seem very simple I recommend him for anyone who wants to learn French.
El mejor maestro del mundo experto en el tema que nos enseña con herramientas excepcionales y ni hablar de su calidad de persona Si se quieren enamorar del idioma frances tomen clase con el si o si,BUENO,10.0,10.0,Frances,8.5,08/Dic/2022,"The best teacher in the world, an expert in the subject who teaches us with exceptional tools and not to mention his quality as a person. If you want to fall in love with the French language, take a class with him, yes or yes!"
Trata de siempre inscribir el curso de Francés con él ya que si no lo haces te estarás perdiendo una gran oportunidad para aprender este idioma a la perfección,BUENO,10.0,6.0,Francés 2,10.0,09/May/2022,"Try to always enroll the French course with him, otherwise you will be missing a great opportunity to learn this language to perfection."
Que gran maestro es un superhéroe es un ídolo por favor metan la clase de Francés con él el ser profesor nativo ya te da una gran ventaja para aprender mucho y aunque como ya lo dije es maestro nativo habla muy bien español TQM Profe,BUENO,10.0,6.0,Frances Intermedio,9.0,25/Feb/2022,What a great teacher he is a superhero he is an idol please put the French class with him being a native teacher already gives you a great advantage to learn a lot and although as I said he is a native teacher he speaks Spanish very well TQM Profe
Es el mejor maestro  de Francés de la universidad muy educado respetuoso y domina su clase perfecto,BUENO,10.0,10.0,F6,8.5,02/Feb/2022,"He is the best French teacher at the university, very polite, respectful and mastered his class perfectly."
Es el mejor maestro de francés de la Universidad de Sonora Es muy atento y respetuoso Me sorprende que tiene respuesta para lo que le preguntes aún si no está relacionado estrechamente con el idioma 100 recomendado,BUENO,10.0,8.0,Francés 5,9.0,14/Dic/2021,He is the best French teacher at the University of Sonora He is very attentive and respectful I am amazed that he has an answer for whatever you ask him even if it is not closely related to the language 100 recommended
La  verdad el mejor maestro de Francés que hay en la Uni te explica todo super bien te motiva a participar y cualquier duda que tengas te la resuelve postdata tiene un hermano que también es bien shido,BUENO,10.0,4.0,Frances 8,8.5,29/Nov/2021,"The truth is the best French teacher there is at Uni, he explains everything super well, motivates you to participate and any doubt you have he solves it post-script has a brother who is also well shido"
Super lindo profeeee jamás había tenido un maestro de nacionalidad francesa y aporta mucho a la clase Si llegas a tener su clase porfa aprovechalo es super chido,BUENO,10.0,4.0,frances 1,8.0,02/Oct/2021,Super nice profeeee I have never had a teacher of French nationality and he brings a lot to the class If you get to have his class please take advantage of him he is super cool.
Un gran maestro que te deja una gran experiencia después de tener su clase sabe muchísimo de los temas sus comentarios enriquecen la clase y también es súper buena onda 100 recomendable,BUENO,10.0,6.0,Francés 4,7.5,19/Sep/2021,A great teacher that leaves you with a great experience after having his class he knows a lot about the topics his comments enrich the class and he is also super cool 100 recommended.
Aprovecha por completo la hora de clase incluso en línea sus laboratorios son muy entendibles Es bastante preciso con las cosas que quiere en los reportes de laboratorio Exámenes cada semana y los puntajes se obtienen de inmediato gracias a la plataforma,BUENO,10.0,8.0,Química General e Inorgánica,9.5,27/May/2021,Makes full use of class time even online his labs are very understandable He is quite accurate with the things he wants in the lab reports Tests every week and scores are obtained immediately thanks to the platform.
Muy buen maestro excelente clase a veces iba un poco rapido porque no deja de hablar desde que llega hasta que se va pero es muy activo en la retroalimentación y no te quedan dudas Exámenes hechos en computadoras en plataformas sencillas,BUENO,10.0,8.0,Química Orgánica,9.5,20/Ago/2020,Very good teacher excellent class sometimes went a little fast because he does not stop talking from the moment he arrives until he leaves but he is very active in the feedback and you are not left with doubts Exams done on computers on simple platforms.
De los mejores maestros de la carrera es imposible el no pasar con él además de que se preocupa mucho porque el estudiante aprenda Aprendes mucho y su forma de explicar es de la mejor SIEMPRE agarren clases con él,BUENO,9.0,8.0,Transferencia de Masa,10.0,28/May/2022,"One of the best teachers in the career it is impossible not to pass with him, besides he is very concerned about the student's learning You learn a lot and his way of explaining is the best ALWAYS take classes with him."
De los mejores maestros de la carrera se nota que le apasiona la docencia y le importan sus estudiantes larga vida a Martin,BUENO,10.0,10.0,Ingeniería de reactores,8.0,12/Ene/2021,"One of the best teachers in the career, you can tell that he is passionate about teaching and cares about his students."
"Tomé el curso en linea
Explica todo muy bien te pasa los apuntes de clase al final de la clase y muy buena retroalimentación después de los exámenes",BUENO,10.0,6.0,Cinética química,9.0,16/Dic/2020,"I took the online course
He explains everything very well and gives you the class notes at the end of the class and very good feedback after the exams."
No tiene el mejor modo con los alumnos puede parecer grosera Sus diseños son un poco anticuados pero sí enseña software,BUENO,7.0,4.0,Multimedia o radio,8.0,25/May/2020,She doesn't have the best manner with students She can seem rude Her designs are a bit outdated but she does teach software
En modalidad virtual no tuvimos exámenes solo un trabajo final que era compilatorio de todos los trabajos del semestre pero pocas veces era clara con las tareas y no siempre te decía si hacías bien las cosas,REGULAR,6.0,8.0,Estrategias para aprender a aprender,10.0,14/Dic/2021,"In virtual mode we did not have exams, only a final paper that was a compilation of all the work done during the semester, but I was rarely clear with the assignments and I did not always tell you if you did things right."
Es muy linda y explica bien,BUENO,9.0,10.0,Orga,10.0,25/May/2020,It is very nice and explains well
Sabe muucho es muy inteligente,BUENO,9.0,8.0,Política  y Espacios comunitarios,9.0,25/May/2020,Knows a lot and is very intelligent
La clase es aburrida Pueden hacer tareas del Dr Vzla en su clase no pasa nada jeje Estudien bien el material para el examen porque de allí saca 5 preguntas y es algo picky con las respuestas Al final deja un trabajo final pero es fácil Toma lista Es un 100 fácil,REGULAR,5.0,8.0,Metodología de la Investigación I,10.0,08/Ago/2017,The class is boring They can do Dr Vzla homework in his class nothing happens hehe Study well the material for the exam because from there he gets 5 questions and is kind of picky with the answers At the end he leaves a final paper but it's easy Take list It's an easy 100.
Excelente maestro,BUENO,10.0,10.0,Análisis Matemático,10.0,04/Nov/2015,Excellent teacher
Calififca los exámenes como le da la gana y no se aprende mucho en su clase Tienes que estudiar muy por tu parte si deseas aprender,REGULAR,4.0,4.0,Embriología,9.0,26/Oct/2022,He grades exams as he pleases and you don't learn much in his class You have to study very hard if you want to learn
Extrañamos a Dres comprometidos y que Sepan enseñar,MALO,3.0,2.0,Embriología,8.5,13/Ene/2022,We miss committed Drs who know how to teach.
terrible maestra,REGULAR,4.0,4.0,Ingles tecnico,8.0,09/Ene/2021,terrible teacher
Que asco lo peor de toda la unison lo malo es que es la maestra comodin da muchas clases pero no enseña NADA,MALO,2.0,2.0,Farmacología,9.5,17/Dic/2020,"The worst thing about the whole unison is that she is the ""wild card"" teacher who gives many classes but teaches NOTHING."
Clase mediocre sistema muy anticuado practicamente no aprendes Al final es muy subjetiva con la calificación,MALO,3.0,6.0,Farmacologia,9.0,16/Jul/2020,Mediocre class very old-fashioned system practically no learning At the end it is very subjective with the grading.
Se tomo un mes para dar  clase de los dos primeros capítulos del libro pienso que ese mes fue perdida de tiempo Es mucho material para un semestre divide en equipos y cada equipo hace un resumen de un grupo de fármacos que ella asigna No aprendes mucho en realidad Es la única que da la materia,REGULAR,5.0,8.0,Farmacología I,9.0,22/Feb/2020,She took a month to teach the first two chapters of the book I think that month was a waste of time It's a lot of material for one semester She divides into teams and each team does a summary of a group of drugs that she assigns You don't really learn much She's the only one who teaches the course
de los mejores profesores de industrial,BUENO,9.0,8.0,Cultura emprenderora,10.0,24/Oct/2019,of the best industrial teachers
Excelente maestra muy pendiente sobre dudas y comentarios tanto como presencial y online la recomiendo mucho,BUENO,10.0,8.0,Probabilidad y estadísticas,6.5,12/Abr/2021,"Excellent teacher, very attentive to doubts and comments both in person and online, I highly recommend her."
"Es de las mejores profesoras de probabilidad y estadística 
Literalmente la mejor no tomen otro 
Deja series largas que ahorita mismo debería estar haciendo
Pero explica muy sheedoh
Si reprobará la tomaría de nuevo con ella",BUENO,10.0,6.0,Probabilidad y estadistica,10.0,03/Dic/2018,"She is one of the best teachers of probability and statistics.
Literally the best not to take another one
She leaves long series that I should be doing right now.
But she explains very sheedoh
If I flunked I would take it again with her"
Es muy buena maestra se ve un claro dominio de los temases muy exigente  Aprendes porque aprendes,BUENO,10.0,8.0,Bioestadistica,9.0,13/Dic/2017,"She is a very good teacher, she has a clear mastery of the subjects and is very demanding You learn because you learn"
La clase lleva un ritmo bastante rápido A veces no es muy clara en su explicación Dale prioridad a poner atención en clase en lugar de tomar apuntes Ve cómo hace los ejercicios Si repasas todos los días vas a salir muy bien Sus exámenes son como los ejercicios en clase Recomendada,REGULAR,5.0,4.0,Bioestadística,8.5,08/Ago/2017,The class is quite fast paced Sometimes she is not very clear in her explanation Give priority to paying attention in class instead of taking notes See how she does the exercises If you review every day you will do very well Her exams are like the exercises in class Recommended
Excelente maestro muy atento a dudas y con sus alumnos explica muy bien y es muy dinámico,BUENO,10.0,10.0,Periodismo política,10.0,25/May/2020,Excellent teacher very attentive to doubts and with his students he explains very well and is very dynamic.
Muy amable y paciente además de dar una clase muy clara,BUENO,10.0,6.0,Cálculo I,9.0,23/Dic/2021,Very kind and patient and very clear class.
Excelente maestra excelentes clases Y siempre se encuentra con una muy buena autoestima,BUENO,10.0,8.0,Calculo,9.0,21/Jun/2020,Excellent teacher excellent classes AND you always find yourself with a very good self-esteem.
Excelente maestra muy amable y explica todo muy claro,BUENO,10.0,6.0,Matemáticas,8.0,25/Jun/2019,"Excellent teacher, very kind and explains everything very clearly"
Le pone mucho empeño a su trabajo y siempre se preocupa por que aprendamos A veces se le va el rollo pero sigue siendo un 1010 lqm,BUENO,10.0,10.0,Embriología,9.5,08/May/2021,"He puts a lot of effort into his work and is always concerned that we learn. Sometimes he gets a little carried away, but he is still a 1010 lqm."
Una vergüenza de profesor No tiene ni una pizca de respeto con sus estudiantes su método de enseñanza se basa en la humillación y causar incomodidad en ellos Tras haber escuchado rumores acerca de su comportamiento inadecuado con alumnas puedo confirmar que es real Quiten a este maestro,MALO,2.0,6.0,Laboratorio de Ingeniería Química lll,23.0,09/May/2022,A disgrace of a teacher He does not have a shred of respect for his students His teaching method is based on humiliation and causing them discomfort Having heard rumors about his inappropriate behavior with female students I can confirm that it is real Remove this teacher
Ni le importa su clase ni sus alumnos ni su trabajo,MALO,2.0,2.0,Calculo 3,25.0,19/Sep/2023,"He doesn't care about his class, his students or his job."
Se quejan de él y ni siquiera saben límites Si entregas todos los trabajos pasas porque pasas No pone exámenes,REGULAR,6.0,10.0,Cálculo III,10.0,07/Feb/2016,They complain about him and they don't even know the limits If you hand in all the papers you pass because you pass He doesn't set tests
Es un capo cuando enseña pero FALTA MUCHO entonces enseña poco Los exámenes de la EC1 todos son grupales  Busca un buen grupo porque si no responden lo que él quiere escuchar tu nota va a ser baja Es muy católico tengan como criterio esencial eso Verdad le llega la lista o asistencia,REGULAR,5.0,8.0,Introducción Ciencia Juridica,8.5,01/Jun/2023,He is a great when he teaches but he LACKS A LOT so he teaches little The EC1 exams are all group exams Look for a good group because if they don't answer what he wants to hear your grade will be low He is very catholic have as an essential criterion that Truth comes to him the list or attendance
Clase una vez a la semana donde explica la actividad a realizar todo es por plataforma y ahí da la retroalimentación,BUENO,7.0,10.0,NTIC,10.0,14/Dic/2021,"Class once a week where he explains the activity to be performed, everything is by platform and there he gives feedback."
Si lo que buscas es comprender sobre el tema antes que mecanizar los ejercicios toma su clase Muy entendible y sin duda alguna de los mejores maestros del departamento  aunque paso lista como 5 veces en todo el semestre no te recomiendo faltar ya que se abarca mucho en una sola clase,BUENO,10.0,6.0,Fenomenos de trnasporte,8.0,21/May/2023,If what you are looking for is to understand about the subject rather than to mechanize the exercises take his class Very understandable and without a doubt one of the best teachers in the department even though roll call is about 5 times in the whole semester I do not recommend missing it because it covers a lot in one class.
Es el profesor del departamento que mejor explica Simplemente su explicación no se compara Sin embargo los exámenes serán posiblemente lo más difícil que te encuentres Realmente para estar al corriente de sus materias tienes que sacrificarle mucho tiempo y esfuerzo Indice de reprobación 4070,BUENO,10.0,2.0,Termodinámica II,7.5,28/May/2022,He is the best explaining professor in the department Simply his explanation does not compare However the exams will possibly be the most difficult thing you will encounter Really to keep up with his subjects you have to sacrifice a lot of time and effort Failure rate 4070
Un profesor excelente Se enfoca en entender los conceptos y no en nomás calcular cosas demuestra todo lo que se ve La clase es interesante te genera ganas de aprender y saber más De lo mejor del departamento,BUENO,10.0,4.0,Termo y Fenómenos,10.0,09/May/2022,An excellent professor He focuses on understanding the concepts and not just calculating things He demonstrates everything you see The class is interesting and makes you want to learn and know more The best of the department
Muy buen maestro Uno de esos que tienes que tomar si está disponible,BUENO,9.0,6.0,Termodinámica ll,8.5,09/May/2022,Very good teacher One of those you have to take if available.
De mis maestros favoritos de la carrera excelente profesor y excelente clases los exámenes son difíciles pero si  vas al día con el curso y haces la tareas pasas muy fácilmente el curso eso si hay que leer y estudiar y no faltar a clases,BUENO,10.0,4.0,Análisis de procesos II,7.0,12/Ene/2021,One of my favorite teachers of the career excellent teacher and excellent classes the exams are difficult but if you go to the day with the course and do the tasks you pass the course very easily that if you have to read and study and not miss classes.
Lo lleve en linea y toda su clase fue muy entendible lo malo es que los exámenes son difíciles aún pudiendo consultar las notas o libro,BUENO,10.0,6.0,Termodinamica II,7.5,16/Dic/2020,"I took him online and his entire class was very understandable, the bad thing is that the exams are difficult even if you can consult the notes or the book."
No le interesa dar clases y es arrogante Frecuentemente llega tarde o no llega,REGULAR,4.0,6.0,Luminiscencia,10.0,31/Dic/2020,Not interested in teaching and arrogant Often late or not at all
no se dejen engañar por sus examenes tienen hoyos por donde surcar para poder pasarse y llevensela bien tiene una buena forma de dar las clases,BUENO,8.0,4.0,quimica,10.0,24/Oct/2019,"do not be fooled by their exams, they have holes to go through in order to pass and take it well, they have a good way of giving classes."
Al principio puede parecer que es bastante organizada y tiene todo bajo control pero conforme avanza la clase comienza a poner trabajos y tareas largas uno sobre otro como si su clase fuera la única es bastante actualizada pero parece que no sabe hacer otra cosa mas que estar jodiendo con trabajos,MALO,3.0,6.0,Multimedia II,9.0,15/Oct/2022,At first it may seem that she is quite organized and has everything under control but as the class progresses she starts to put long assignments and homework one on top of the other as if her class is the only one she is quite up to date but it seems that she doesn't know how to do anything else but to be screwing around with assignments.
Excelente profesora ,BUENO,10.0,6.0,Contabilidad,9.5,10/Jul/2014,Excellent teacher
Excelente maestra muy claras sus clases y siempre con disposición a dar asesorías y apoyar a los alumnos,BUENO,10.0,10.0,Contabilidad,10.0,07/Jul/2014,"Excellent teacher, very clear in her classes and always willing to give advice and support the students."
El profesor Osuna es una persona muy sensible y humana En sus cursos aprendes a ver la vida desde otra perspectiva con más respeto por puntos de vista distintos Además sabe mucho de literatura y siempre tiene lecturas muy interesantes,BUENO,10.0,10.0,Literatura extranjera,9.5,26/Sep/2018,Professor Osuna is a very sensitive and human person. In his courses you learn to see life from a different perspective with more respect for different points of view.
Muy linda profesora muy atenta siempre contesta dudas y se preocupa verdaderamente por los estudiantes De las mejores sin duda ,BUENO,10.0,8.0,Metodología de la investigación,8.5,25/May/2020,"Very nice teacher, very attentive, always answers questions and is truly concerned about the students One of the best without a doubt."
PADILLITA BB,BUENO,10.0,6.0,Historia de la Medicina,9.5,06/Mar/2018,PADILLITA BB
DR PADILLITA ES UN AMOR,BUENO,10.0,10.0,CARDIOLOGIA,9.0,24/Ago/2015,DR PADILLITA IS A SWEETHEART
no te da clases se sienta a ver que los alumnos den toda las clases y así no aprendes deja que todos copien y nadie machetea porque ya saben que pasan copiando,MALO,2.0,10.0,historia de la medicina,5.0,07/Mar/2014,he doesn't give you classes he sits and watches the students give all the classes and that way you don't learn he lets everyone copy and no one cheats because they already know that they are copying.
Muy bien maestro nada cómico y su clase puede ser un poco enfadosa pero se ve que le hecha ganas a la clase,BUENO,9.0,6.0,Microeconomía I,9.0,18/Dic/2019,Very good teacher nothing funny and his class can be a little angry but you can see that he is very enthusiastic about it.
Explica muy bien la parte de teoría pero en los ejercicios suele complicarse mucho y termina confundiendo más Al igual no termina siendo clara en la forma de trabajar y los exámenes son difíciles lo mejor seria no agarrarla con esta maestra,BUENO,7.0,4.0,Equilibrio Químico,7.0,02/Feb/2022,She explains the theory part very well but in the exercises she tends to get very complicated and ends up confusing more. She does not end up being clear in the way she works and the exams are difficult.
Deja trabajos largos habla mucho de política Sabe mucho pero a veces se pone muy exigente,REGULAR,6.0,4.0,Periodismo comodín,7.5,25/May/2020,Leaves long papers talks a lot about politics Knows a lot but sometimes gets very demanding.
Es una persona un poco grosera Me dio la impresión de que no está lo suficientemte preprada por eso se comporta asi Creo que le hace falta mas experiencia en la docencia,MALO,3.0,6.0,Ingeniería Química,6.5,03/Ene/2023,"She is a bit rude I got the impression that she is not prepared enough, that's why she behaves like that I think she needs more teaching experience."
Su clase es muy ligera haciendo los ejercicios a su ritmo es muy fácil entender sus requisitos las actividades son en plataforma Es muy accesible a las necesidades yo problemas que pudieran presentar los alumnos Quizá el único inconveniente es que algunas tareas tarda mucho en revisarlas,BUENO,10.0,10.0,Programación de computadoras,10.0,18/Dic/2021,"Your class is very light, doing the exercises at your pace it is very easy to understand your requirements the activities are on the platform You are very accessible to the needs and problems that students may present Perhaps the only drawback is that some tasks take a long time to review them"
Clase flojísima no aprendes nada y solo te pone a copiar todo el searszemansky  Nomas te quita tiempo de estudiar con las actividades que obvio ni revisaba porque solo era transcribir teoria y problemas resueltos Es sencillo pero mucha talacha No aprendes ni madre,MALO,3.0,6.0,Electromagnetismo (virtual),9.5,19/Feb/2023,Very lazy class you do not learn anything and only makes you copy all the searszemansky Nomas takes time to study with the activities that obviously did not even reviewed because it was only transcribe theory and problems solved It is simple but a lot of effort You do not learn or mother
Las prácticas eran un poco complicadas pero tenías una semana para ingeniártelas modalidad virtual Las calificaciones las dio hasta el final del semestre,BUENO,7.0,6.0,Laboratorio Física II,10.0,14/Dic/2021,The practices were a bit complicated but you had a week to figure it out virtual mode Grades were given until the end of the semester.
El mejor maestro del departamento sin duda alguna Te hace entender todo perfectamente y califica con exámenes duros pero justos Es un completo desperdicio no tomar clases con este profesor Aprovechen,BUENO,10.0,4.0,Transferencia de masa,8.5,09/May/2022,The best teacher in the department without a doubt He makes you understand everything perfectly and grades with hard but fair tests It is a complete waste not to take classes with this teacher Take advantage of him.
Clases excelentes Extraordinario profesor Clases divertidas y con un nivel impresionante Te hace amar la materia El curso es dificil No se enfoca en los cálculos furiosos como el dice sino que el enfoque es el de entender los conceptos Honestamente lo mejor del departamento,BUENO,10.0,4.0,Transferencia de Masa,10.0,09/May/2022,Excellent classes Excellent teacher Fun classes and with an impressive level Makes you love the subject The course is difficult It does not focus on furious calculations as he says but the focus is on understanding the concepts Honestly the best of the department.
EXCELENTE PROFESOR EL MEJOR DE ESTE SEMESTRE,BUENO,9.0,6.0,ESTRATEGIAS PARA APRENDER A APRENDER,9.5,20/Dic/2017,EXCELLENT PROFESSOR THE BEST OF THIS SEMESTER
Un buen Profesor acepta cualquier comentario para mejorar y hacer más fácil la materia Recomendado,BUENO,9.0,10.0,Estrategias para Aprender a Aprender,9.5,09/Ago/2017,A good teacher accepts any comments to improve and make the subject easier Recommended
Maestro ya jubilado,REGULAR,6.0,6.0,Matemáticas,10.0,28/Oct/2019,Retired teacher
Los exámenes por la materia son difíciles pero todo lo que viene se ve en clase,BUENO,9.0,6.0,Ecuaciones diferenciales,9.5,31/Ene/2016,The exams for the subject matter are difficult but everything that comes up is seen in class.
Muy grosera y nada empática  no explica bien y según ella los alumnos tienen la culpa No la tomen,MALO,3.0,6.0,Quimica orgánica,9.0,19/May/2023,Very rude and not at all empathetic does not explain well and according to her the students are to blame Don't take it.
Eramos 36 alumnos sólo pasaron 10 el más alto con 71 pésimo trato al alumno si puedes no la tomes,MALO,2.0,4.0,Química Orgánica,5.5,10/Ago/2020,We were 36 students only 10 passed the highest with 71 lousy student treatment if you can don't take it.
Muy buena Profesora da oportunidades para sacar 100 de calificación,REGULAR,6.0,8.0,Administración II,10.0,11/Ago/2017,Very good Teacher gives opportunities to get a 100 grade.
Deja al menos dos tareas por tema visto en clases una individual aproximadamente 2030 ejercicios y otra en equipo al menos 50 ejercicios sus exámenes son muy cortos pero es muy específica en los procedimientos,REGULAR,6.0,6.0,Cálculo III,9.5,18/Dic/2021,"She leaves at least two homework assignments per topic covered in class, one individual homework for approximately 2030 exercises and one team homework for at least 50 exercises."
Es buen profe regular,BUENO,9.0,8.0,Métodos cualitativos,9.0,25/May/2020,He is a good regular teacher
Es una maestra muy estricta pero siempre sabes que te exige y por qué,BUENO,10.0,6.0,Cálculo,8.5,06/Sep/2023,She is a very strict teacher but you always know what she demands of you and why.
Para empezar si quieres aprender esta maestra no es la indicada nomas critica los trabajos pero no explica de forma idónea no te escucha si hablas no te hace caso tarda mucho en en calificar y si no alcanzan los últimos haciéndolos todo por su cuenta,MALO,2.0,2.0,metodologia,23.0,07/May/2021,"To begin with, if you want to learn, this teacher is not the right one, she only criticizes the work but does not explain it in a suitable way, she does not listen to you if you speak, she does not pay attention to you, she takes a long time to grade and if you do not reach the last ones, she does it all on her own."
Cuenta historias de su vida personal cuando ya repitió la misma historia 5 6 veces puso a exponer a quien quisiera no repartió temas interrumpe las exposiciones con información ya obsoleta o que no entiende  Ya que le den su jubilación y a su casa en la pitic no lo recomiendo,MALO,2.0,2.0,Problemas Laborales,23.0,25/Feb/2020,"He tells stories of his personal life when he has already repeated the same story 5 6 times He gave presentations to whoever he wanted to, he did not distribute topics He interrupts the presentations with information that is already obsolete or that he does not understand He should be given his retirement and go home to his house in the pitic I do not recommend him."
Es una vergüenza que la universidad de Sonora tenga este tipo de gente trabajando el señor ya está muy grande para dar clases y como que ya tiene principios de Alzheimer con todo respeto fue de los peores maestros que e tenido en mi vida,MALO,2.0,10.0,Administración,8.0,19/Dic/2019,"It is a shame that the University of Sonora has this kind of people working, the man is too old to teach and he has the beginnings of Alzheimer's. With all due respect, he was one of the worst teachers I have ever had in my life."
"No haces NADA en sus clases solo se la pasa contando historias ridículamente falsas
Esta tan idiota que ni siquiera sabia la clase que estaba dando y decia que ibamos a tener un examen que era para otra materia",REGULAR,5.0,8.0,Administración 2,8.0,18/Dic/2019,"You do NOTHING in his classes, he just keeps telling ridiculously false stories.
He's such an idiot that he didn't even know what class he was teaching and said we were going to have a test that was for another subject."
A un mes de terminar el semestre no sabía que materia nos estaba dando no lo recomiendo,MALO,2.0,10.0,Administración 2,9.0,18/Dic/2019,One month before the end of the semester I did not know what subject he was giving us I do not recommend him.
Vive en un mundo de fantasías pareciera que tuviera la necesidad de decir mentiras o historias muy exageradas No prepara clase rara vez deja tarea no la revisa y todos los dias pregunta que si quién va a exponer cuando ni siquiera reparte temas Es una buena persona pero está tontito,MALO,2.0,10.0,Administracion,10.0,19/Oct/2019,He lives in a world of fantasies and seems to have the need to tell lies or exaggerated stories He does not prepare classes He rarely leaves homework he does not check it and every day he asks who is going to present when he does not even hand out topics He is a nice person but he is silly
Bueno como persona pero no aprendes mucho en clase,REGULAR,6.0,6.0,Administración,9.0,09/Oct/2016,Good as a person but you don't learn much in class.
excelente maestro,BUENO,10.0,10.0,administracion de recursos humanos,10.0,26/Jun/2014,excellent teacher
Es buena persona pero si quieres aprender busca a otro profesor,MALO,2.0,10.0,ADMINISTRACIÓN,6.5,11/Ene/2011,"He is a good person but if you want to learn, look for another teacher."
Una tarea por tema visto en clase Un trabajo final de investigación que deja con un mes de anticipación es atento a las dudas que surjan durante la clase o al día siguiente de que pone la tarea Da los resultados de las tareas y evaluaciones rápido,BUENO,10.0,10.0,Física II,10.0,14/Dic/2021,One homework assignment per topic covered in class A final research paper that you leave one month in advance Is attentive to questions that arise during class or the day after you set the homework Gives the results of assignments and evaluations promptly
buena maestra y bien su modo de trabajar en clase,BUENO,10.0,6.0,taller de formas autocompositivas de resolucion de conf,10.0,07/Ago/2013,good teacher and good way of working in class
Muy buen profesor en laboratorio tiene mucha paciencia y es claro con lo que quiere en sus practicas y reportes el unico problema es que no sabes cuanto vas sacando en cada reporte hasta el final del semestre,BUENO,10.0,10.0,Laboratorio quimica general,9.0,25/Sep/2023,Very good professor in the lab is very patient and clear with what he wants in his practices and reports the only problem is that you do not know how much you are getting in each report until the end of the semester.
