comentario_esp,mp_tag,calidad,facilidad,materia,calif_Obtenida,fecha
"Clase con diapositivas realmente nunca dio un algoritmo o ejemplo práctico y dejaba sus prácticas de un día para otro solo al final del curso dejaba al menos el código para armar la práctica 

Para barquear no aprendí nada pero da buena idea de qué buscar por cuenta propia",REGULAR,6.0,10.0,EDA 1,10.0,08/Jun/2022
"La neta si solo piensas barquear esta materia este es el profe De lo contrario no lo recomiendo mucho ya que sus clases son extremadamente aburridas 

Parece como si hablara consigo mismo y pues al final pasas pero sin saber mucho ",BUENO,7.0,10.0,Ing. Software,9.0,27/Ene/2022
Es él platicando sus diapositivas pero se aprende bastante Cada clase se hace un trabajo en equipo el cual es el proyecto no lo dejen al ultimo bastante sencillo de hacer deja Quizzes que se responden sus presentaciones Solo un examen bastante facilConsejo hagan equipo con personas responsa,BUENO,10.0,10.0,Ingeniería de Software,9.0,11/Ene/2022
No sé por qué se quejan tanto los otros es un buen profesor Se aprende mucho en las prácticas que hace y todas las dudas que tienes te las resuelve Si te falló algo en las prácticas puedes ver después cómo se hace y aprendes de eso,BUENO,9.0,6.0,Programación Orientada a Objetos,23.0,24/Nov/2021
Muy bueno el profe la verdad no es payaso por lo que no vas a tener problemas con calificación injusta o trabajosexámenes excesivos Es agradable y solidario con nosotros por temas de pandemiaparos Una muy buena opción,REGULAR,6.0,10.0,EDA 1,9.0,27/Ago/2021
Sus clases son sólo con diapositivas es muy fácil que te distraigas yo no aprendí nada con él Es fácil pasar con buena calificación te ayuda cuando se lo pides y la verdad es una muy linda persona muy inteligente sin embargo sus clases son aburridas,REGULAR,5.0,8.0,Estructura de datos y algoritmos,10.0,01/Sep/2020
Califica mal su clase solo son las diapositivas no vale la pena quemar su inscripción,MALO,2.0,2.0,Poo,5.5,20/Ago/2020
asco de profe,MALO,2.0,2.0,poo,5.0,28/Ene/2020
pesimo profesor,MALO,2.0,2.0,poo,5.5,28/Nov/2019
Es medio barco pero no te va a dejar nivel las clases son un poco aburridas pero todo lo que venga en sus presentaciones vendra en su examen El laboratorio es opcional pero es recomendable hacer las practicas,BUENO,7.0,8.0,Programacion Orientada a Objetos,8.0,28/Jun/2018
Sus clases son algo aburridas porque las da con pura presentación Es muy fácil pasar con el y obtener buena calificación saldrás con buen nivel si haces todas sus prácticas y te interesas en sus clases,BUENO,9.0,8.0,Programación Orientada a Objetos,8.0,28/May/2017
Su clase es muuuy aburrida al final ya ni le haces caso No le interesan las practicas y sus examenes son my faciles hasta eso pero si hay que chutarce todas sus diapositivaspiensas que no pasaras al final  por que realmente ni sabes que te evalua por que no hacen nadanolorecomiendo,REGULAR,6.0,8.0,Orientado a objetos,8.0,02/Feb/2017
La verdad se me hizo muy aburridas sus clases a tal grado que lo deje de escuchar y solo me sentaba atrás talvez si explique bien  pero necesitas estar muuuy atento no es difícil pero hace que la materia se te haga tediosa,MALO,2.0,10.0,Orientado a objetos,23.0,26/Nov/2016
Es facil pasar con el porque califica con examenes que son muy faciles porque te da guias pero es muy importante que pongas empeño,BUENO,8.0,10.0,Estructura y Algoritmos (2016),9.0,09/Ago/2016
El comentario de abajo miente,MALO,2.0,2.0,POO,24.0,18/Ene/2023
Excelente profesor,BUENO,8.0,6.0,POO,8.0,26/Nov/2016
SU CLASE DEPENDE DEL HUMOR DEL QUE LLEGUE PUEDE IR DE MUY AGRADABLE A UNA VERDADERA BRUJA NO SE SI ES BIPOLAR O SOLO HISTERICA CUANDO ESTA DE BUENAS NO SON TAN MALAS SUS CLASES,MALO,3.0,2.0,FARMACOLOGIA VETERINARIA,8.5,10/Ene/2017
Como buen amigo y socio del depredador sexual  Victor Pavon Villamayor es un acosador de las compañeras y sus clases son de ego y de como fue baby boomer sin merecerselo,BUENO,7.0,6.0,Eco de la empresa,7.0,21/Mar/2023
Servidor público corrupto y como profesor pésimo Como dicen con las mujeres es un acosador,MALO,2.0,2.0,Eco,24.0,14/Oct/2022
Aguas si eres mujer Es un cerdo Me buscó en redes sociales despues de que se acabó el curso para insinuarse A los directivos les vale aún si tienes capturas de pantalla,REGULAR,4.0,4.0,Eco emp,9.0,22/Abr/2022
Saca sus ejercicios de wikipedia es un profesor acosador de alumnas su adjunta pseudo feminista lo solapa,MALO,2.0,2.0,Economía industrial,7.0,11/Ago/2021
El profesor tiene cierto prestigio y es autoridad en el tema pero nunca dejo claro los aspectos de evaluación hizo un solo examen a mitad del semestre y con eso evaluó todo como te haya ido en ese examen define todo normalmente platica de sus experiencias laborales No pone NP Si sacaste 6 o 7,MALO,3.0,10.0,Economía de la Empresa,6.0,11/Feb/2021
Está muy desactualizado Es buena onda pero no pasa de los casos que hizo hace 20 años,BUENO,7.0,6.0,Competencia económica,8.0,23/Dic/2018
Excelente profesor de los mejores de la facultad  el curso es sobre política de competencia económica  fortaleces aspectos de EC Industrial y Microeconomia  es un profesional y sabe de lo que habla se realiza estudios de caso saldras con excelente nivel de micro recomendable,BUENO,9.0,6.0,Economía de la Empresa,7.0,03/Jul/2018
Cuando hizo examen y dijo que el promedio de los examenes pasados era 4 me rei despues cuando saque 25 entendi porque Examenes dificiles pero es buen profe,REGULAR,4.0,2.0,Eco de la Empresa,5.0,12/Nov/2016
"esta de hueva la clase no enseña nada solo de los trabajos que ha hecho
se la pasa hablando de si mismo o de otros profesores y mal",MALO,3.0,4.0,empresa,1.0,21/May/2014
Es muy egolatra y solo habla de el pero es chido y no es tan mala la clase,REGULAR,6.0,6.0,eco. emp.,8.0,14/Ene/2014
Sus investigaciones en el campo de la regulación económica hacen de esta clase una revisión de cada uno de ellos analizando y criticandolos mediante modelos microeconómicos y econometría Son dos exámenes cada uno de 9 hojas para los cuales te da 3 horas para contestar El profe es muy accesible,REGULAR,5.0,4.0,Economía de la empresa,7.0,22/Dic/2013
